Wave_Grp_ID,Wave_Grp_Index,Wave_Grp_Delay,Wave_Grp_Pattern,Wave_Grp_Mob_Delay_1,Wave_Grp_Spawn_1,Wave_Grp_Mob_ID_1,Wave_Grp_Mob_Lv_1,Wave_Grp_Mob_Value_1,Wave_Grp_Mob_Delay_2,Wave_Grp_Spawn_2,Wave_Grp_Mob_ID_2,Wave_Grp_Mob_Lv_2,Wave_Grp_Mob_Value_2,Wave_Grp_Mob_Delay_3,Wave_Grp_Spawn_3,Wave_Grp_Mob_ID_3,Wave_Grp_Mob_Lv_3,Wave_Grp_Mob_Value_3,Wave_Grp_Mob_Delay_4,Wave_Grp_Spawn_4,Wave_Grp_Mob_ID_4,Wave_Grp_Mob_Lv_4,Wave_Grp_Mob_Value_4,Wave_Grp_Mob_Delay_5,Wave_Grp_Spawn_5,Wave_Grp_Mob_ID_5,Wave_Grp_Mob_Lv_5,Wave_Grp_Mob_Value_5
31,9,1,0,11,7,20007,8,6,,,,,,,,,,,,,,,,,,,,
31,10,3,0,11,8,20030,8,6,,,,,,,,,,,,,,,,,,,,
31,11,3,0,8,4,20008,8,6,,,,,,,,,,,,,,,,,,,,
31,12,3,0,10.5,7,20003,8,6,,,,,,,,,,,,,,,,,,,,
32,1,1,0,4,10,20001,8,9,,,,,,,,,,,,,,,,,,,,
32,2,1,0,3.8,11,20002,8,9,,,,,,,,,,,,,,,,,,,,
32,3,1,0,4.2,12,20007,8,9,,,,,,,,,,,,,,,,,,,,
32,4,1,0,8,4,20003,8,7,,,,,,,,,,,,,,,,,,,,
32,5,1,0,7,5,20008,8,7,,,,,,,,,,,,,,,,,,,,
32,6,1,0,9,6,20030,8,7,,,,,,,,,,,,,,,,,,,,
32,7,1,0,9,7,20007,8,6,,,,,,,,,,,,,,,,,,,,
32,8,1,0,11,8,20008,8,6,,,,,,,,,,,,,,,,,,,,
32,9,1,0,13,9,20033,8,6,,,,,,,,,,,,,,,,,,,,
32,10,3,0,10,10,20027,8,6,,,,,,,,,,,,,,,,,,,,
32,11,3,0,13,11,20036,8,6,,,,,,,,,,,,,,,,,,,,
32,12,3,0,11.5,12,20003,8,6,,,,,,,,,,,,,,,,,,,,
33,1,3,1,1,1,20001,8,5,,,,,,,,,,,,,,,,,,,,
33,2,3,1,1,2,20002,8,5,,,,,,,,,,,,,,,,,,,,
33,3,3,1,1,3,20007,8,5,,,,,,,,,,,,,,,,,,,,
33,4,4,1,1,1,20027,8,5,,,,,,,,,,,,,,,,,,,,
33,5,4,1,1,2,20007,8,5,,,,,,,,,,,,,,,,,,,,
33,6,4,1,1,3,20003,8,5,,,,,,,,,,,,,,,,,,,,
33,7,5,1,1,1,20001,8,5,,,,,,,,,,,,,,,,,,,,
33,8,5,1,1,2,20007,8,5,,,,,,,,,,,,,,,,,,,,
33,9,5,1,1,3,20033,8,5,,,,,,,,,,,,,,,,,,,,
33,10,15,1,1,4,20008,9,5,,,,,,,,,,,,,,,,,,,,
33,11,15,1,1,5,20007,9,5,,,,,,,,,,,,,,,,,,,,
33,12,15,1,1,6,20003,9,5,,,,,,,,,,,,,,,,,,,,
33,13,25,1,1,9,20007,9,5,,,,,,,,,,,,,,,,,,,,
33,14,25,1,1,8,20036,9,5,,,,,,,,,,,,,,,,,,,,
33,15,25,1,1,7,20008,9,4,,,,,,,,,,,,,,,,,,,,
33,16,35,1,1,10,20030,9,4,,,,,,,,,,,,,,,,,,,,
33,17,35,1,1,11,20002,9,4,,,,,,,,,,,,,,,,,,,,
33,18,35,1,1,12,20003,9,4,,,,,,,,,,,,,,,,,,,,
34,1,1,0,5,1,20001,9,5,,,,,,,,,,,,,,,,,,,,
34,2,1,0,10,2,20002,9,5,,,,,,,,,,,,,,,,,,,,
34,3,1,0,8,3,20033,9,5,,,,,,,,,,,,,,,,,,,,
34,4,2,0,8,1,20007,9,5,,,,,,,,,,,,,,,,,,,,
34,5,2,0,5,2,20002,9,5,,,,,,,,,,,,,,,,,,,,
34,6,2,0,10,3,20027,9,5,,,,,,,,,,,,,,,,,,,,
34,7,3,0,8,1,20001,9,5,,,,,,,,,,,,,,,,,,,,
34,8,3,0,10,2,20007,9,5,,,,,,,,,,,,,,,,,,,,
34,9,3,0,5,3,20027,9,4,,,,,,,,,,,,,,,,,,,,
34,10,15,0,8,4,20008,9,4,,,,,,,,,,,,,,,,,,,,
34,11,15,0,10,5,20002,9,4,,,,,,,,,,,,,,,,,,,,
34,12,15,0,12,6,20036,9,4,,,,,,,,,,,,,,,,,,,,
34,13,25,1,1,9,20001,9,5,,,,,,,,,,,,,,,,,,,,
34,14,25,1,1,8,20030,9,5,,,,,,,,,,,,,,,,,,,,
34,15,25,1,1,7,20007,9,5,,,,,,,,,,,,,,,,,,,,
34,16,35,1,1,10,20001,9,4,,,,,,,,,,,,,,,,,,,,
34,17,35,1,1,11,20002,9,4,,,,,,,,,,,,,,,,,,,,
34,18,35,1,1,12,20003,9,4,,,,,,,,,,,,,,,,,,,,
35,1,1,1,1,2,30003,9,1,,,,,,,,,,,,,,,,,,,,
36,1,1,0,3,1,20007,9,7,,,,,,,,,,,,,,,,,,,,
36,2,1,0,5,2,20033,9,6,,,,,,,,,,,,,,,,,,,,
36,3,1,0,4,3,20007,9,6,,,,,,,,,,,,,,,,,,,,
36,4,1,0,8,1,20001,9,6,,,,,,,,,,,,,,,,,,,,
36,5,1,0,10,2,20036,9,5,,,,,,,,,,,,,,,,,,,,
36,6,1,0,13,3,20030,9,5,,,,,,,,,,,,,,,,,,,,
36,7,1,0,10,4,20003,9,5,,,,,,,,,,,,,,,,,,,,
36,8,1,0,12,5,20027,9,5,,,,,,,,,,,,,,,,,,,,
36,9,1,0,16,6,20003,9,5,,,,,,,,,,,,,,,,,,,,
36,10,1,0,8,7,20003,9,7,,,,,,,,,,,,,,,,,,,,
36,11,1,0,11,8,20001,10,5,,,,,,,,,,,,,,,,,,,,
36,12,1,0,15,9,20008,10,5,,,,,,,,,,,,,,,,,,,,
36,13,1,0,8,10,20003,10,7,,,,,,,,,,,,,,,,,,,,
36,14,1,0,11,11,20001,10,5,,,,,,,,,,,,,,,,,,,,
36,15,1,0,15,12,20003,10,5,,,,,,,,,,,,,,,,,,,,
37,1,1,0,3,1,20001,10,4,,,,,,,,,,,,,,,,,,,,
37,2,1,0,5,2,20007,10,4,,,,,,,,,,,,,,,,,,,,
37,3,1,0,4,3,20008,10,4,,,,,,,,,,,,,,,,,,,,
37,4,1,0,6,1,20027,10,6,,,,,,,,,,,,,,,,,,,,
37,5,1,0,8,2,20001,10,6,,,,,,,,,,,,,,,,,,,,
37,6,1,0,10,3,20007,10,6,,,,,,,,,,,,,,,,,,,,
37,7,2,0,5.5,4,20033,10,6,,,,,,,,,,,,,,,,,,,,
37,8,2,0,7.5,5,20036,10,6,,,,,,,,,,,,,,,,,,,,
37,9,2,0,9.5,6,20003,10,6,,,,,,,,,,,,,,,,,,,,
37,10,2,0,7,7,20007,10,6,,,,,,,,,,,,,,,,,,,,
37,11,2,0,7.5,8,20030,10,6,,,,,,,,,,,,,,,,,,,,
37,12,2,0,8,9,20003,10,6,,,,,,,,,,,,,,,,,,,,
37,13,2,0,6,10,20007,10,6,,,,,,,,,,,,,,,,,,,,
37,14,2,0,5.5,11,20001,10,6,,,,,,,,,,,,,,,,,,,,
37,15,2,0,7,12,20003,10,6,,,,,,,,,,,,,,,,,,,,
38,1,1,0,7,1,20001,10,10,,,,,,,,,,,,,,,,,,,,
38,2,1,0,12,2,20002,10,5,,,,,,,,,,,,,,,,,,,,
38,3,1,0,11,3,20033,10,6,,,,,,,,,,,,,,,,,,,,
38,4,1,0,13,4,20007,10,5,,,,,,,,,,,,,,,,,,,,
38,5,1,0,16,5,20008,10,5,,,,,,,,,,,,,,,,,,,,
38,6,1,0,16,6,20003,10,5,,,,,,,,,,,,,,,,,,,,
38,7,1,0,7,7,20007,10,10,,,,,,,,,,,,,,,,,,,,
38,8,1,0,10,8,20030,10,6,,,,,,,,,,,,,,,,,,,,
38,9,1,0,13,9,20036,10,6,,,,,,,,,,,,,,,,,,,,
38,10,4,0,7,10,20003,10,8,,,,,,,,,,,,,,,,,,,,
38,11,4,0,10,11,20027,10,7,,,,,,,,,,,,,,,,,,,,
38,12,4,0,13,12,20003,10,6,,,,,,,,,,,,,,,,,,,,
39,1,1,0,7,1,20001,11,9,,,,,,,,,,,,,,,,,,,,
39,2,1,0,12,2,20007,11,6,,,,,,,,,,,,,,,,,,,,
39,3,1,0,11,3,20001,11,6,,,,,,,,,,,,,,,,,,,,
39,4,1,0,13,4,20008,11,5,,,,,,,,,,,,,,,,,,,,
39,5,1,0,16,5,20007,11,4,,,,,,,,,,,,,,,,,,,,
39,6,1,0,16,6,20003,11,4,,,,,,,,,,,,,,,,,,,,
39,7,1,0,7,7,20003,11,6,,,,,,,,,,,,,,,,,,,,
39,8,1,0,10,8,20007,11,7,,,,,,,,,,,,,,,,,,,,
39,9,1,0,13,9,20027,11,6,,,,,,,,,,,,,,,,,,,,
39,10,4,0,7,10,20033,11,8,,,,,,,,,,,,,,,,,,,,
39,11,4,0,10,11,20008,11,6,,,,,,,,,,,,,,,,,,,,
39,12,4,0,13,12,20003,11,5,,,,,,,,,,,,,,,,,,,,
39,13,20,1,1,1,20030,11,3,,,,,,,,,,,,,,,,,,,,
39,14,20,1,1,2,20001,11,3,,,,,,,,,,,,,,,,,,,,
39,15,20,1,1,3,20001,11,3,,,,,,,,,,,,,,,,,,,,
40,1,1,0,7,4,20027,11,6,,,,,,,,,,,,,,,,,,,,
40,2,1,0,11,5,20030,11,6,,,,,,,,,,,,,,,,,,,,
40,3,1,0,9,6,20033,11,6,,,,,,,,,,,,,,,,,,,,
40,4,1,0,8,7,20036,11,6,,,,,,,,,,,,,,,,,,,,
40,5,1,0,11,8,20007,11,6,,,,,,,,,,,,,,,,,,,,
40,6,1,0,9.5,9,20027,11,6,,,,,,,,,,,,,,,,,,,,
40,7,1,0,7,4,20030,11,6,,,,,,,,,,,,,,,,,,,,
40,8,1,0,10,5,20033,11,6,,,,,,,,,,,,,,,,,,,,
40,9,1,0,13,6,20036,11,6,,,,,,,,,,,,,,,,,,,,
40,10,1,0,7,7,20027,11,6,,,,,,,,,,,,,,,,,,,,
40,11,1,0,10,8,20030,11,6,,,,,,,,,,,,,,,,,,,,
40,12,1,0,13,9,20033,11,6,,,,,,,,,,,,,,,,,,,,
40,13,30,1,1,1,20027,11,6,,,,,,,,,,,,,,,,,,,,
40,14,30,1,1,3,20030,11,6,,,,,,,,,,,,,,,,,,,,
40,15,60,1,1,2,30003,11,1,,,,,,,,,,,,,,,,,,,,
41,2,1,0,5,2,20033,11,5,,,,,,,,,,,,,,,,,,,,
41,3,1,0,5.5,3,20007,11,5,,,,,,,,,,,,,,,,,,,,
41,4,1,0,4.7,4,20027,11,5,,,,,,,,,,,,,,,,,,,,
41,5,1,0,5.2,5,20003,11,5,,,,,,,,,,,,,,,,,,,,
41,6,1,0,5.7,6,20007,11,5,,,,,,,,,,,,,,,,,,,,
41,7,1,0,4.8,7,20003,11,5,,,,,,,,,,,,,,,,,,,,
41,8,1,0,5.3,8,20008,11,5,,,,,,,,,,,,,,,,,,,,
41,9,1,0,5.8,9,20007,11,5,,,,,,,,,,,,,,,,,,,,
41,10,1,0,4.9,10,20003,11,5,,,,,,,,,,,,,,,,,,,,
41,11,1,0,5.4,11,20001,11,5,,,,,,,,,,,,,,,,,,,,
41,12,1,0,5.9,12,20007,11,5,,,,,,,,,,,,,,,,,,,,
41,13,15,0,4.5,2,20030,12,5,,,,,,,,,,,,,,,,,,,,
41,14,15,0,4.7,5,20008,12,5,,,,,,,,,,,,,,,,,,,,
41,15,15,0,4.9,8,20003,12,5,,,,,,,,,,,,,,,,,,,,
41,16,15,0,5.1,11,20001,12,5,,,,,,,,,,,,,,,,,,,,
42,1,1,0,3,1,20001,11,6,,,,,,,,,,,,,,,,,,,,
42,2,1,0,3.4,2,20002,11,6,,,,,,,,,,,,,,,,,,,,
42,3,1,0,3.2,3,20007,11,6,,,,,,,,,,,,,,,,,,,,
42,4,10,0,6,1,20003,12,8,,,,,,,,,,,,,,,,,,,,
42,5,10,0,6.4,2,20036,12,8,,,,,,,,,,,,,,,,,,,,
42,6,10,0,6.2,3,20008,12,8,,,,,,,,,,,,,,,,,,,,
42,7,20,0,5.6,4,20030,12,7,,,,,,,,,,,,,,,,,,,,
42,8,20,0,5.2,5,20027,12,7,,,,,,,,,,,,,,,,,,,,
42,9,20,0,5.4,7,20003,12,7,,,,,,,,,,,,,,,,,,,,
42,10,20,0,5,8,20033,12,7,,,,,,,,,,,,,,,,,,,,
42,11,15,0,10,4,20001,12,5,,,,,,,,,,,,,,,,,,,,
42,12,15,0,10,7,20003,12,5,,,,,,,,,,,,,,,,,,,,
43,1,5,0,3,1,20030,12,5,,,,,,,,,,,,,,,,,,,,
43,2,5,0,3,2,20002,12,5,,,,,,,,,,,,,,,,,,,,
43,3,5,0,3,3,20007,12,5,,,,,,,,,,,,,,,,,,,,
43,4,15,0,3,4,20001,12,5,,,,,,,,,,,,,,,,,,,,
43,5,15,0,3,5,20027,12,5,,,,,,,,,,,,,,,,,,,,
43,6,15,0,3,6,20007,12,5,,,,,,,,,,,,,,,,,,,,
43,7,25,0,3,10,20001,12,5,,,,,,,,,,,,,,,,,,,,
43,8,25,0,3,11,20007,12,5,,,,,,,,,,,,,,,,,,,,
43,9,25,0,3,12,20003,12,5,,,,,,,,,,,,,,,,,,,,
43,10,35,0,3,7,20007,12,5,,,,,,,,,,,,,,,,,,,,
43,11,35,0,3,8,20008,12,5,,,,,,,,,,,,,,,,,,,,
43,12,35,0,3,9,20007,12,5,,,,,,,,,,,,,,,,,,,,
43,13,45,0,3,1,20001,12,4,,,,,,,,,,,,,,,,,,,,
43,14,45,0,3,2,20033,12,4,,,,,,,,,,,,,,,,,,,,
43,15,45,0,3,3,20003,12,4,,,,,,,,,,,,,,,,,,,,
43,16,55,0,3,4,20001,12,4,,,,,,,,,,,,,,,,,,,,
43,17,55,0,3,5,20002,12,4,,,,,,,,,,,,,,,,,,,,
43,18,55,0,3,6,20003,12,4,,,,,,,,,,,,,,,,,,,,
44,1,3,0,3,1,20001,12,5,,,,,,,,,,,,,,,,,,,,
44,2,3,0,3,2,20007,12,5,,,,,,,,,,,,,,,,,,,,
44,3,3,0,3,3,20027,12,5,,,,,,,,,,,,,,,,,,,,
44,4,4,0,5,1,20036,12,5,,,,,,,,,,,,,,,,,,,,
44,5,4,0,5,2,20002,12,5,,,,,,,,,,,,,,,,,,,,
44,6,4,0,5,3,20003,12,5,,,,,,,,,,,,,,,,,,,,
44,7,5,0,5,1,20001,12,5,,,,,,,,,,,,,,,,,,,,
44,8,5,0,5,2,20030,12,5,,,,,,,,,,,,,,,,,,,,
44,9,5,0,5,3,20008,12,5,,,,,,,,,,,,,,,,,,,,
44,10,10,0,8,4,20007,12,5,,,,,,,,,,,,,,,,,,,,
44,11,12,0,12,5,20002,12,5,,,,,,,,,,,,,,,,,,,,
44,12,14,0,10,6,20033,12,5,,,,,,,,,,,,,,,,,,,,
44,13,11,0,9,7,20001,12,5,,,,,,,,,,,,,,,,,,,,
44,14,13,0,10,8,20007,12,5,,,,,,,,,,,,,,,,,,,,
44,15,15,0,11,9,20007,12,5,,,,,,,,,,,,,,,,,,,,
44,16,10.5,0,13,10,20001,12,3,,,,,,,,,,,,,,,,,,,,
44,17,12.5,0,11,11,20008,12,3,,,,,,,,,,,,,,,,,,,,
44,18,14.5,0,8,12,20003,12,3,,,,,,,,,,,,,,,,,,,,
45,1,1,1,1,2,30003,13,1,,,,,,,,,,,,,,,,,,,,
46,1,1,0,4.25,2,20007,12,8,,,,,,,,,,,,,,,,,,,,
46,2,1,0,4.5,1,20030,12,8,,,,,,,,,,,,,,,,,,,,
46,3,1,0,4.125,3,20036,12,8,,,,,,,,,,,,,,,,,,,,
46,4,8,0,7.125,1,20007,13,8,,,,,,,,,,,,,,,,,,,,
46,5,8,0,7,3,20027,13,8,,,,,,,,,,,,,,,,,,,,
46,6,8,0,7.5,10,20003,13,8,,,,,,,,,,,,,,,,,,,,
46,7,8,0,7.75,11,20007,13,8,,,,,,,,,,,,,,,,,,,,
46,8,8,0,9.125,12,20008,13,8,,,,,,,,,,,,,,,,,,,,
46,9,20,0,9.333333333,2,20030,13,6,,,,,,,,,,,,,,,,,,,,
46,10,20,0,9,1,20033,13,6,,,,,,,,,,,,,,,,,,,,
46,11,20,0,9.666666667,3,20003,13,6,,,,,,,,,,,,,,,,,,,,
47,1,1,0,3.777777778,7,20001,13,9,,,,,,,,,,,,,,,,,,,,
47,2,1,0,4,8,20007,13,9,,,,,,,,,,,,,,,,,,,,
47,3,1,0,3.666666667,9,20001,13,9,,,,,,,,,,,,,,,,,,,,
47,4,3,0,7.75,4,20007,13,8,,,,,,,,,,,,,,,,,,,,
47,5,3,0,7.625,5,20033,13,8,,,,,,,,,,,,,,,,,,,,
47,6,3,0,8.125,6,20003,13,8,,,,,,,,,,,,,,,,,,,,
47,7,3,0,11.16666667,7,20007,13,6,,,,,,,,,,,,,,,,,,,,
47,8,3,0,13,8,20001,13,6,,,,,,,,,,,,,,,,,,,,
47,9,3,0,14.6,9,20003,13,5,,,,,,,,,,,,,,,,,,,,
47,10,5,0,11.5,4,20008,13,6,,,,,,,,,,,,,,,,,,,,
47,11,5,0,12.16666667,5,20030,13,6,,,,,,,,,,,,,,,,,,,,
47,12,5,0,14.4,6,20003,13,5,,,,,,,,,,,,,,,,,,,,
48,1,1,0,4.285714286,1,20027,13,7,,,,,,,,,,,,,,,,,,,,
48,2,1,0,4.142857143,2,20007,13,7,,,,,,,,,,,,,,,,,,,,
48,3,1,0,4.428571429,3,20001,13,7,,,,,,,,,,,,,,,,,,,,
48,4,12,0,7,4,20033,13,5,,,,,,,,,,,,,,,,,,,,
48,5,12,0,6.8,5,20007,13,5,,,,,,,,,,,,,,,,,,,,
48,6,12,0,7.1,6,20008,13,5,,,,,,,,,,,,,,,,,,,,
48,7,12,0,6.9,7,20003,13,5,,,,,,,,,,,,,,,,,,,,
48,8,12,0,6.2,8,20001,13,5,,,,,,,,,,,,,,,,,,,,
48,9,20,0,6,9,20003,13,5,,,,,,,,,,,,,,,,,,,,
48,10,20,0,4.833333333,10,20007,14,6,,,,,,,,,,,,,,,,,,,,
48,11,20,0,5.166666667,11,20008,14,6,,,,,,,,,,,,,,,,,,,,
48,12,30,0,5.916666667,12,20007,14,6,,,,,,,,,,,,,,,,,,,,
48,13,30,0,5.75,1,20002,14,6,,,,,,,,,,,,,,,,,,,,
48,14,30,0,5.166666667,2,20001,14,6,,,,,,,,,,,,,,,,,,,,
48,15,30,0,5.833333333,3,20003,14,6,,,,,,,,,,,,,,,,,,,,
49,1,3,0,1.375,1,20033,14,8,,,,,,,,,,,,,,,,,,,,
49,2,3,0,1.375,2,20007,14,8,,,,,,,,,,,,,,,,,,,,
49,3,3,0,1.375,3,20007,14,8,,,,,,,,,,,,,,,,,,,,
49,4,20,0,3.25,1,20027,14,8,,,,,,,,,,,,,,,,,,,,
49,5,20,0,3.25,2,20008,14,8,,,,,,,,,,,,,,,,,,,,
49,6,20,0,3.25,3,20036,14,8,,,,,,,,,,,,,,,,,,,,
49,7,35,0,7.666666667,1,20007,14,6,,,,,,,,,,,,,,,,,,,,
49,8,35,0,7.666666667,2,20002,14,6,,,,,,,,,,,,,,,,,,,,
49,9,35,0,7.666666667,3,20008,14,6,,,,,,,,,,,,,,,,,,,,
49,10,50,0,11,1,20001,14,6,,,,,,,,,,,,,,,,,,,,
49,11,50,0,11,2,20002,14,6,,,,,,,,,,,,,,,,,,,,
49,12,50,0,11,3,20003,14,6,,,,,,,,,,,,,,,,,,,,
50,1,1,0,7,4,20003,14,8,,,,,,,,,,,,,,,,,,,,
50,2,1,0,6.8,5,20033,14,8,,,,,,,,,,,,,,,,,,,,
50,3,1,0,7.1,6,20003,14,8,,,,,,,,,,,,,,,,,,,,
50,4,1,0,6.9,7,20007,14,8,,,,,,,,,,,,,,,,,,,,
50,5,1,0,6.2,8,20008,14,8,,,,,,,,,,,,,,,,,,,,
50,6,1,0,6,9,20007,14,8,,,,,,,,,,,,,,,,,,,,
50,7,30,0,2.666666667,1,20030,15,6,,,,,,,,,,,,,,,,,,,,
50,8,30,0,2.833333333,2,20002,15,6,,,,,,,,,,,,,,,,,,,,
50,9,30,0,2.333333333,3,20007,15,6,,,,,,,,,,,,,,,,,,,,
50,10,40,0,3.666666667,1,20027,15,6,,,,,,,,,,,,,,,,,,,,
50,11,40,0,3.833333333,2,20008,15,6,,,,,,,,,,,,,,,,,,,,
50,12,40,0,4.166666667,3,20003,15,6,,,,,,,,,,,,,,,,,,,,
50,13,60,1,1,11,30003,15,1,,,,,,,,,,,,,,,,,,,,
51,1,1,0,4,1,20001,14,9,,,,,,,,,,,,,,,,,,,,
51,2,1,0,3.8,2,20002,14,9,,,,,,,,,,,,,,,,,,,,
51,3,1,0,4.2,3,20008,14,9,,,,,,,,,,,,,,,,,,,,
51,4,10,0,5.571428571,1,20007,15,7,,,,,,,,,,,,,,,,,,,,
51,5,10,0,7.285714286,2,20003,15,7,,,,,,,,,,,,,,,,,,,,
51,6,10,0,9,3,20003,15,7,,,,,,,,,,,,,,,,,,,,
51,7,10,0,10.83333333,4,20007,15,6,,,,,,,,,,,,,,,,,,,,
51,8,10,0,10.16666667,5,20033,15,6,,,,,,,,,,,,,,,,,,,,
51,9,10,0,10.33333333,7,20007,15,6,,,,,,,,,,,,,,,,,,,,
51,10,10,0,9.833333333,8,20030,15,6,,,,,,,,,,,,,,,,,,,,
51,11,15,0,7.857142857,4,20001,15,7,,,,,,,,,,,,,,,,,,,,
51,12,15,0,8.428571429,7,20003,15,7,,,,,,,,,,,,,,,,,,,,
52,1,1,0,5.142857143,10,20008,15,7,,,,,,,,,,,,,,,,,,,,
52,2,1,0,4.885714286,11,20002,15,7,,,,,,,,,,,,,,,,,,,,
52,3,1,0,5.4,12,20001,15,7,,,,,,,,,,,,,,,,,,,,
52,4,1,0,9.333333333,4,20033,15,6,,,,,,,,,,,,,,,,,,,,
52,5,1,0,8.166666667,5,20036,15,6,,,,,,,,,,,,,,,,,,,,
52,6,1,0,10.5,6,20003,15,6,,,,,,,,,,,,,,,,,,,,
52,7,1,0,9,7,20027,15,6,,,,,,,,,,,,,,,,,,,,
52,8,1,0,11,8,20007,15,6,,,,,,,,,,,,,,,,,,,,
52,9,1,0,13,9,20036,15,6,,,,,,,,,,,,,,,,,,,,
52,10,3,0,10,10,20003,15,6,,,,,,,,,,,,,,,,,,,,
52,11,3,0,13,11,20030,15,6,,,,,,,,,,,,,,,,,,,,
52,12,3,0,11.5,12,20007,15,6,,,,,,,,,,,,,,,,,,,,
52,13,3,0,13.4,1,20008,15,5,,,,,,,,,,,,,,,,,,,,
52,14,3,0,13.8,2,20001,15,5,,,,,,,,,,,,,,,,,,,,
52,15,3,0,13,3,20003,15,5,,,,,,,,,,,,,,,,,,,,
53,1,3,1,1,1,20001,15,5,,,,,,,,,,,,,,,,,,,,
53,2,3,1,1,2,20002,15,5,,,,,,,,,,,,,,,,,,,,
53,3,3,1,1,3,20007,15,5,,,,,,,,,,,,,,,,,,,,
53,4,4,0,1.2,1,20001,15,5,,,,,,,,,,,,,,,,,,,,
53,5,4,0,1.2,2,20008,15,5,,,,,,,,,,,,,,,,,,,,
53,6,4,0,1.2,3,20003,15,5,,,,,,,,,,,,,,,,,,,,
53,7,5,1,1,1,20007,15,5,,,,,,,,,,,,,,,,,,,,
53,8,5,1,1,2,20033,15,5,,,,,,,,,,,,,,,,,,,,
53,9,5,1,1,3,20027,15,5,,,,,,,,,,,,,,,,,,,,
53,10,15,0,1.25,4,20007,15,4,,,,,,,,,,,,,,,,,,,,
53,11,15,0,1.25,5,20002,15,4,,,,,,,,,,,,,,,,,,,,
53,12,15,0,1.25,6,20003,15,4,,,,,,,,,,,,,,,,,,,,
53,13,25,0,1.25,9,20030,15,4,,,,,,,,,,,,,,,,,,,,
53,14,25,0,1.25,8,20002,15,4,,,,,,,,,,,,,,,,,,,,
53,15,25,0,1.25,7,20003,15,4,,,,,,,,,,,,,,,,,,,,
53,16,35,1,1,10,20001,15,5,,,,,,,,,,,,,,,,,,,,
53,17,35,1,1,11,20002,15,5,,,,,,,,,,,,,,,,,,,,
53,18,35,1,1,12,20003,15,5,,,,,,,,,,,,,,,,,,,,
54,1,1,0,5.625,1,20001,15,8,,,,,,,,,,,,,,,,,,,,
54,2,1,0,7.5,2,20007,15,8,,,,,,,,,,,,,,,,,,,,
54,3,1,0,6.75,3,20003,15,8,,,,,,,,,,,,,,,,,,,,
54,4,2,0,11.5,1,20001,15,4,,,,,,,,,,,,,,,,,,,,
54,5,2,0,10,2,20002,15,4,,,,,,,,,,,,,,,,,,,,
54,6,2,0,12.5,3,20007,15,4,,,,,,,,,,,,,,,,,,,,
54,7,3,0,13.5,1,20036,15,4,,,,,,,,,,,,,,,,,,,,
54,8,3,0,15,2,20008,15,4,,,,,,,,,,,,,,,,,,,,
54,9,3,0,11.25,3,20003,15,4,,,,,,,,,,,,,,,,,,,,
54,10,15,0,13.5,4,20007,15,4,,,,,,,,,,,,,,,,,,,,
54,11,15,0,15,5,20002,15,4,,,,,,,,,,,,,,,,,,,,
54,12,15,0,16.5,6,20027,15,4,,,,,,,,,,,,,,,,,,,,
54,13,25,0,8,9,20001,15,4,,,,,,,,,,,,,,,,,,,,
54,14,25,0,8,8,20033,15,4,,,,,,,,,,,,,,,,,,,,
54,15,25,0,8,7,20030,15,4,,,,,,,,,,,,,,,,,,,,
54,16,35,0,8.25,10,20001,15,4,,,,,,,,,,,,,,,,,,,,
54,17,35,0,8.25,11,20002,15,4,,,,,,,,,,,,,,,,,,,,
54,18,35,0,8.25,12,20003,15,4,,,,,,,,,,,,,,,,,,,,
55,1,1,1,1,2,30003,16,1,,,,,,,,,,,,,,,,,,,,
56,1,1,0,4.875,1,20001,16,8,,,,,,,,,,,,,,,,,,,,
56,2,1,0,5.625,2,20007,16,8,,,,,,,,,,,,,,,,,,,,
56,3,1,0,5.25,3,20033,16,8,,,,,,,,,,,,,,,,,,,,
56,4,1,0,12.4,1,20008,16,5,,,,,,,,,,,,,,,,,,,,
56,5,1,0,14,2,20030,16,5,,,,,,,,,,,,,,,,,,,,
56,6,1,0,13.8,3,20007,16,5,,,,,,,,,,,,,,,,,,,,
56,7,1,0,11.66666667,4,20003,16,6,,,,,,,,,,,,,,,,,,,,
56,8,1,0,13,5,20008,16,6,,,,,,,,,,,,,,,,,,,,
56,9,1,0,13,6,20007,16,6,,,,,,,,,,,,,,,,,,,,
56,10,1,0,10.33333333,7,20036,16,6,,,,,,,,,,,,,,,,,,,,
56,11,1,0,12.33333333,8,20027,16,6,,,,,,,,,,,,,,,,,,,,
56,12,1,0,12.5,9,20003,16,6,,,,,,,,,,,,,,,,,,,,
56,13,1,0,10.8,10,20003,16,5,,,,,,,,,,,,,,,,,,,,
56,14,1,0,12.6,11,20001,16,5,,,,,,,,,,,,,,,,,,,,
56,15,1,0,25,12,20003,16,3,,,,,,,,,,,,,,,,,,,,
57,1,1,0,6,1,20001,16,6,,,,,,,,,,,,,,,,,,,,
57,2,1,0,6.666666667,2,20008,16,6,,,,,,,,,,,,,,,,,,,,
57,3,1,0,6.333333333,3,20007,16,6,,,,,,,,,,,,,,,,,,,,
57,4,1,0,9,1,20001,16,6,,,,,,,,,,,,,,,,,,,,
57,5,1,0,10.33333333,2,20002,16,6,,,,,,,,,,,,,,,,,,,,
57,6,1,0,11.66666667,3,20030,16,6,,,,,,,,,,,,,,,,,,,,
