Castle_Level,Castle_Sound_Hit,Castle_Gold,Castle_Slot,Castle_HP,Castle_Object_Value,Castle_Object_HP,Castle_Skill_1,Castle_Skill_Icon_1,Castle_Effect_1,Castle_Effect_Unit_1,Castle_Skill_Sound_1,Castle_Skill_Range_1,Castle_Skill_Time_1,Castle_Skill_Value_1,Castle_Skill_2,Castle_Skill_Icon_2,Castle_Effect_2,Castle_Effect_Unit_2,Castle_Skill_Sound_2,Castle_Skill_Range_2,Castle_Skill_Time_2,Castle_Skill_Value_2,Castle_Skill_3,Castle_Skill_Icon_3,Castle_Effect_3,Castle_Effect_Unit_3,Castle_Skill_Sound_3,Castle_Skill_Range_3,Castle_Skill_Time_3,Castle_Skill_Value_3,Castle_Skill_4,Castle_Skill_Icon_4,Castle_Effect_4,Castle_Effect_Unit_4,Castle_Skill_Sound_4,Castle_Skill_Range_4,Castle_Skill_Time_4,Castle_Skill_Value_4
38,Sound/Fx/Unit/FX_Skill_SL.mp3,51685,10,38000,4,75000,Shield,Common/Icon/Icon_Skill_Global_01.png,Effect_Global_01,,Sound/Fx/Castle/FX_Skill_MagneticField.mp3,5,30,470,Damage,Common/Icon/Icon_Skill_Global_02.png,Effect_Global_02,,Sound/Fx/Castle/FX_Skill_FX_BossSkill_Breath.mp3,5,30,470,Sturn,Common/Icon/Icon_Skill_Global_03.png,Effect_Global_03,,Sound/Fx/Castle/FX_Skill_FX_Skill_StemCircle.mp3,5,30,2,Heal,Common/Icon/Icon_Skill_Global_04.png,Effect_Global_04,Effect_Heal,Sound/Fx/Castle/FX_Skill_Item_Shield.mp3,5,30,1240
39,Sound/Fx/Unit/FX_Skill_SL.mp3,54270,10,39000,4,77000,Shield,Common/Icon/Icon_Skill_Global_01.png,Effect_Global_01,,Sound/Fx/Castle/FX_Skill_MagneticField.mp3,5,30,480,Damage,Common/Icon/Icon_Skill_Global_02.png,Effect_Global_02,,Sound/Fx/Castle/FX_Skill_FX_BossSkill_Breath.mp3,5,30,480,Sturn,Common/Icon/Icon_Skill_Global_03.png,Effect_Global_03,,Sound/Fx/Castle/FX_Skill_FX_Skill_StemCircle.mp3,5,30,3,Heal,Common/Icon/Icon_Skill_Global_04.png,Effect_Global_04,Effect_Heal,Sound/Fx/Castle/FX_Skill_Item_Shield.mp3,5,30,1260
40,Sound/Fx/Unit/FX_Skill_SL.mp3,65123,10,40000,5,79000,Shield,Common/Icon/Icon_Skill_Global_01.png,Effect_Global_01,,Sound/Fx/Castle/FX_Skill_MagneticField.mp3,5,30,490,Damage,Common/Icon/Icon_Skill_Global_02.png,Effect_Global_02,,Sound/Fx/Castle/FX_Skill_FX_BossSkill_Breath.mp3,5,30,490,Sturn,Common/Icon/Icon_Skill_Global_03.png,Effect_Global_03,,Sound/Fx/Castle/FX_Skill_FX_Skill_StemCircle.mp3,5,30,3,Heal,Common/Icon/Icon_Skill_Global_04.png,Effect_Global_04,Effect_Heal,Sound/Fx/Castle/FX_Skill_Item_Shield.mp3,5,30,1280
41,Sound/Fx/Unit/FX_Skill_SL.mp3,68380,10,41000,5,81000,Shield,Common/Icon/Icon_Skill_Global_01.png,Effect_Global_01,,Sound/Fx/Castle/FX_Skill_MagneticField.mp3,5,30,500,Damage,Common/Icon/Icon_Skill_Global_02.png,Effect_Global_02,,Sound/Fx/Castle/FX_Skill_FX_BossSkill_Breath.mp3,5,30,500,Sturn,Common/Icon/Icon_Skill_Global_03.png,Effect_Global_03,,Sound/Fx/Castle/FX_Skill_FX_Skill_StemCircle.mp3,5,30,3,Heal,Common/Icon/Icon_Skill_Global_04.png,Effect_Global_04,Effect_Heal,Sound/Fx/Castle/FX_Skill_Item_Shield.mp3,5,30,1300
42,Sound/Fx/Unit/FX_Skill_SL.mp3,71799,10,42000,5,83000,Shield,Common/Icon/Icon_Skill_Global_01.png,Effect_Global_01,,Sound/Fx/Castle/FX_Skill_MagneticField.mp3,5,30,510,Damage,Common/Icon/Icon_Skill_Global_02.png,Effect_Global_02,,Sound/Fx/Castle/FX_Skill_FX_BossSkill_Breath.mp3,5,30,510,Sturn,Common/Icon/Icon_Skill_Global_03.png,Effect_Global_03,,Sound/Fx/Castle/FX_Skill_FX_Skill_StemCircle.mp3,5,30,3,Heal,Common/Icon/Icon_Skill_Global_04.png,Effect_Global_04,Effect_Heal,Sound/Fx/Castle/FX_Skill_Item_Shield.mp3,5,30,1320
43,Sound/Fx/Unit/FX_Skill_SL.mp3,75389,10,43000,5,85000,Shield,Common/Icon/Icon_Skill_Global_01.png,Effect_Global_01,,Sound/Fx/Castle/FX_Skill_MagneticField.mp3,5,30,520,Damage,Common/Icon/Icon_Skill_Global_02.png,Effect_Global_02,,Sound/Fx/Castle/FX_Skill_FX_BossSkill_Breath.mp3,5,30,520,Sturn,Common/Icon/Icon_Skill_Global_03.png,Effect_Global_03,,Sound/Fx/Castle/FX_Skill_FX_Skill_StemCircle.mp3,5,30,3,Heal,Common/Icon/Icon_Skill_Global_04.png,Effect_Global_04,Effect_Heal,Sound/Fx/Castle/FX_Skill_Item_Shield.mp3,5,30,1340
44,Sound/Fx/Unit/FX_Skill_SL.mp3,79158,10,44000,5,87000,Shield,Common/Icon/Icon_Skill_Global_01.png,Effect_Global_01,,Sound/Fx/Castle/FX_Skill_MagneticField.mp3,5,30,530,Damage,Common/Icon/Icon_Skill_Global_02.png,Effect_Global_02,,Sound/Fx/Castle/FX_Skill_FX_BossSkill_Breath.mp3,5,30,530,Sturn,Common/Icon/Icon_Skill_Global_03.png,Effect_Global_03,,Sound/Fx/Castle/FX_Skill_FX_Skill_StemCircle.mp3,5,30,3,Heal,Common/Icon/Icon_Skill_Global_04.png,Effect_Global_04,Effect_Heal,Sound/Fx/Castle/FX_Skill_Item_Shield.mp3,5,30,1360
45,Sound/Fx/Unit/FX_Skill_SL.mp3,83116,10,45000,5,89000,Shield,Common/Icon/Icon_Skill_Global_01.png,Effect_Global_01,,Sound/Fx/Castle/FX_Skill_MagneticField.mp3,5,30,540,Damage,Common/Icon/Icon_Skill_Global_02.png,Effect_Global_02,,Sound/Fx/Castle/FX_Skill_FX_BossSkill_Breath.mp3,5,30,540,Sturn,Common/Icon/Icon_Skill_Global_03.png,Effect_Global_03,,Sound/Fx/Castle/FX_Skill_FX_Skill_StemCircle.mp3,5,30,3,Heal,Common/Icon/Icon_Skill_Global_04.png,Effect_Global_04,Effect_Heal,Sound/Fx/Castle/FX_Skill_Item_Shield.mp3,5,30,1380
46,Sound/Fx/Unit/FX_Skill_SL.mp3,87272,10,46000,5,91000,Shield,Common/Icon/Icon_Skill_Global_01.png,Effect_Global_01,,Sound/Fx/Castle/FX_Skill_MagneticField.mp3,5,30,550,Damage,Common/Icon/Icon_Skill_Global_02.png,Effect_Global_02,,Sound/Fx/Castle/FX_Skill_FX_BossSkill_Breath.mp3,5,30,550,Sturn,Common/Icon/Icon_Skill_Global_03.png,Effect_Global_03,,Sound/Fx/Castle/FX_Skill_FX_Skill_StemCircle.mp3,5,30,3,Heal,Common/Icon/Icon_Skill_Global_04.png,Effect_Global_04,Effect_Heal,Sound/Fx/Castle/FX_Skill_Item_Shield.mp3,5,30,1400
47,Sound/Fx/Unit/FX_Skill_SL.mp3,91635,10,47000,5,93000,Shield,Common/Icon/Icon_Skill_Global_01.png,Effect_Global_01,,Sound/Fx/Castle/FX_Skill_MagneticField.mp3,5,30,560,Damage,Common/Icon/Icon_Skill_Global_02.png,Effect_Global_02,,Sound/Fx/Castle/FX_Skill_FX_BossSkill_Breath.mp3,5,30,560,Sturn,Common/Icon/Icon_Skill_Global_03.png,Effect_Global_03,,Sound/Fx/Castle/FX_Skill_FX_Skill_StemCircle.mp3,5,30,3,Heal,Common/Icon/Icon_Skill_Global_04.png,Effect_Global_04,Effect_Heal,Sound/Fx/Castle/FX_Skill_Item_Shield.mp3,5,30,1420
48,Sound/Fx/Unit/FX_Skill_SL.mp3,96217,10,48000,5,95000,Shield,Common/Icon/Icon_Skill_Global_01.png,Effect_Global_01,,Sound/Fx/Castle/FX_Skill_MagneticField.mp3,5,30,570,Damage,Common/Icon/Icon_Skill_Global_02.png,Effect_Global_02,,Sound/Fx/Castle/FX_Skill_FX_BossSkill_Breath.mp3,5,30,570,Sturn,Common/Icon/Icon_Skill_Global_03.png,Effect_Global_03,,Sound/Fx/Castle/FX_Skill_FX_Skill_StemCircle.mp3,5,30,3,Heal,Common/Icon/Icon_Skill_Global_04.png,Effect_Global_04,Effect_Heal,Sound/Fx/Castle/FX_Skill_Item_Shield.mp3,5,30,1440
49,Sound/Fx/Unit/FX_Skill_SL.mp3,101028,10,49000,5,97000,Shield,Common/Icon/Icon_Skill_Global_01.png,Effect_Global_01,,Sound/Fx/Castle/FX_Skill_MagneticField.mp3,5,30,580,Damage,Common/Icon/Icon_Skill_Global_02.png,Effect_Global_02,,Sound/Fx/Castle/FX_Skill_FX_BossSkill_Breath.mp3,5,30,580,Sturn,Common/Icon/Icon_Skill_Global_03.png,Effect_Global_03,,Sound/Fx/Castle/FX_Skill_FX_Skill_StemCircle.mp3,5,30,3,Heal,Common/Icon/Icon_Skill_Global_04.png,Effect_Global_04,Effect_Heal,Sound/Fx/Castle/FX_Skill_Item_Shield.mp3,5,30,1460
50,Sound/Fx/Unit/FX_Skill_SL.mp3,121233,10,50000,6,99000,Shield,Common/Icon/Icon_Skill_Global_01.png,Effect_Global_01,,Sound/Fx/Castle/FX_Skill_MagneticField.mp3,5,30,590,Damage,Common/Icon/Icon_Skill_Global_02.png,Effect_Global_02,,Sound/Fx/Castle/FX_Skill_FX_BossSkill_Breath.mp3,5,30,590,Sturn,Common/Icon/Icon_Skill_Global_03.png,Effect_Global_03,,Sound/Fx/Castle/FX_Skill_FX_Skill_StemCircle.mp3,5,30,3,Heal,Common/Icon/Icon_Skill_Global_04.png,Effect_Global_04,Effect_Heal,Sound/Fx/Castle/FX_Skill_Item_Shield.mp3,5,30,1480
51,Sound/Fx/Unit/FX_Skill_SL.mp3,127295,10,51000,6,101000,Shield,Common/Icon/Icon_Skill_Global_01.png,Effect_Global_01,,Sound/Fx/Castle/FX_Skill_MagneticField.mp3,5,30,600,Damage,Common/Icon/Icon_Skill_Global_02.png,Effect_Global_02,,Sound/Fx/Castle/FX_Skill_FX_BossSkill_Breath.mp3,5,30,600,Sturn,Common/Icon/Icon_Skill_Global_03.png,Effect_Global_03,,Sound/Fx/Castle/FX_Skill_FX_Skill_StemCircle.mp3,5,30,3,Heal,Common/Icon/Icon_Skill_Global_04.png,Effect_Global_04,Effect_Heal,Sound/Fx/Castle/FX_Skill_Item_Shield.mp3,5,30,1500
52,Sound/Fx/Unit/FX_Skill_SL.mp3,133660,10,52000,6,103000,Shield,Common/Icon/Icon_Skill_Global_01.png,Effect_Global_01,,Sound/Fx/Castle/FX_Skill_MagneticField.mp3,5,30,610,Damage,Common/Icon/Icon_Skill_Global_02.png,Effect_Global_02,,Sound/Fx/Castle/FX_Skill_FX_BossSkill_Breath.mp3,5,30,610,Sturn,Common/Icon/Icon_Skill_Global_03.png,Effect_Global_03,,Sound/Fx/Castle/FX_Skill_FX_Skill_StemCircle.mp3,5,30,3,Heal,Common/Icon/Icon_Skill_Global_04.png,Effect_Global_04,Effect_Heal,Sound/Fx/Castle/FX_Skill_Item_Shield.mp3,5,30,1520
53,Sound/Fx/Unit/FX_Skill_SL.mp3,140343,10,53000,6,105000,Shield,Common/Icon/Icon_Skill_Global_01.png,Effect_Global_01,,Sound/Fx/Castle/FX_Skill_MagneticField.mp3,5,30,620,Damage,Common/Icon/Icon_Skill_Global_02.png,Effect_Global_02,,Sound/Fx/Castle/FX_Skill_FX_BossSkill_Breath.mp3,5,30,620,Sturn,Common/Icon/Icon_Skill_Global_03.png,Effect_Global_03,,Sound/Fx/Castle/FX_Skill_FX_Skill_StemCircle.mp3,5,30,3,Heal,Common/Icon/Icon_Skill_Global_04.png,Effect_Global_04,Effect_Heal,Sound/Fx/Castle/FX_Skill_Item_Shield.mp3,5,30,1540
54,Sound/Fx/Unit/FX_Skill_SL.mp3,147360,10,54000,6,107000,Shield,Common/Icon/Icon_Skill_Global_01.png,Effect_Global_01,,Sound/Fx/Castle/FX_Skill_MagneticField.mp3,5,30,630,Damage,Common/Icon/Icon_Skill_Global_02.png,Effect_Global_02,,Sound/Fx/Castle/FX_Skill_FX_BossSkill_Breath.mp3,5,30,630,Sturn,Common/Icon/Icon_Skill_Global_03.png,Effect_Global_03,,Sound/Fx/Castle/FX_Skill_FX_Skill_StemCircle.mp3,5,30,3,Heal,Common/Icon/Icon_Skill_Global_04.png,Effect_Global_04,Effect_Heal,Sound/Fx/Castle/FX_Skill_Item_Shield.mp3,5,30,1560
55,Sound/Fx/Unit/FX_Skill_SL.mp3,154728,10,55000,6,109000,Shield,Common/Icon/Icon_Skill_Global_01.png,Effect_Global_01,,Sound/Fx/Castle/FX_Skill_MagneticField.mp3,5,30,640,Damage,Common/Icon/Icon_Skill_Global_02.png,Effect_Global_02,,Sound/Fx/Castle/FX_Skill_FX_BossSkill_Breath.mp3,5,30,640,Sturn,Common/Icon/Icon_Skill_Global_03.png,Effect_Global_03,,Sound/Fx/Castle/FX_Skill_FX_Skill_StemCircle.mp3,5,30,3,Heal,Common/Icon/Icon_Skill_Global_04.png,Effect_Global_04,Effect_Heal,Sound/Fx/Castle/FX_Skill_Item_Shield.mp3,5,30,1580
56,Sound/Fx/Unit/FX_Skill_SL.mp3,162464,10,56000,6,111000,Shield,Common/Icon/Icon_Skill_Global_01.png,Effect_Global_01,,Sound/Fx/Castle/FX_Skill_MagneticField.mp3,5,30,650,Damage,Common/Icon/Icon_Skill_Global_02.png,Effect_Global_02,,Sound/Fx/Castle/FX_Skill_FX_BossSkill_Breath.mp3,5,30,650,Sturn,Common/Icon/Icon_Skill_Global_03.png,Effect_Global_03,,Sound/Fx/Castle/FX_Skill_FX_Skill_StemCircle.mp3,5,30,3,Heal,Common/Icon/Icon_Skill_Global_04.png,Effect_Global_04,Effect_Heal,Sound/Fx/Castle/FX_Skill_Item_Shield.mp3,5,30,1600
57,Sound/Fx/Unit/FX_Skill_SL.mp3,170588,10,57000,6,113000,Shield,Common/Icon/Icon_Skill_Global_01.png,Effect_Global_01,,Sound/Fx/Castle/FX_Skill_MagneticField.mp3,5,30,660,Damage,Common/Icon/Icon_Skill_Global_02.png,Effect_Global_02,,Sound/Fx/Castle/FX_Skill_FX_BossSkill_Breath.mp3,5,30,660,Sturn,Common/Icon/Icon_Skill_Global_03.png,Effect_Global_03,,Sound/Fx/Castle/FX_Skill_FX_Skill_StemCircle.mp3,5,30,3,Heal,Common/Icon/Icon_Skill_Global_04.png,Effect_Global_04,Effect_Heal,Sound/Fx/Castle/FX_Skill_Item_Shield.mp3,5,30,1620
58,Sound/Fx/Unit/FX_Skill_SL.mp3,179117,10,58000,6,115000,Shield,Common/Icon/Icon_Skill_Global_01.png,Effect_Global_01,,Sound/Fx/Castle/FX_Skill_MagneticField.mp3,5,30,670,Damage,Common/Icon/Icon_Skill_Global_02.png,Effect_Global_02,,Sound/Fx/Castle/FX_Skill_FX_BossSkill_Breath.mp3,5,30,670,Sturn,Common/Icon/Icon_Skill_Global_03.png,Effect_Global_03,,Sound/Fx/Castle/FX_Skill_FX_Skill_StemCircle.mp3,5,30,3,Heal,Common/Icon/Icon_Skill_Global_04.png,Effect_Global_04,Effect_Heal,Sound/Fx/Castle/FX_Skill_Item_Shield.mp3,5,30,1640
59,Sound/Fx/Unit/FX_Skill_SL.mp3,188073,10,59000,6,117000,Shield,Common/Icon/Icon_Skill_Global_01.png,Effect_Global_01,,Sound/Fx/Castle/FX_Skill_MagneticField.mp3,5,30,680,Damage,Common/Icon/Icon_Skill_Global_02.png,Effect_Global_02,,Sound/Fx/Castle/FX_Skill_FX_BossSkill_Breath.mp3,5,30,680,Sturn,Common/Icon/Icon_Skill_Global_03.png,Effect_Global_03,,Sound/Fx/Castle/FX_Skill_FX_Skill_StemCircle.mp3,5,30,3,Heal,Common/Icon/Icon_Skill_Global_04.png,Effect_Global_04,Effect_Heal,Sound/Fx/Castle/FX_Skill_Item_Shield.mp3,5,30,1660
60,Sound/Fx/Unit/FX_Skill_SL.mp3,225687,10,60000,6,119000,Shield,Common/Icon/Icon_Skill_Global_01.png,Effect_Global_01,,Sound/Fx/Castle/FX_Skill_MagneticField.mp3,5,30,690,Damage,Common/Icon/Icon_Skill_Global_02.png,Effect_Global_02,,Sound/Fx/Castle/FX_Skill_FX_BossSkill_Breath.mp3,5,30,690,Sturn,Common/Icon/Icon_Skill_Global_03.png,Effect_Global_03,,Sound/Fx/Castle/FX_Skill_FX_Skill_StemCircle.mp3,5,30,3,Heal,Common/Icon/Icon_Skill_Global_04.png,Effect_Global_04,Effect_Heal,Sound/Fx/Castle/FX_Skill_Item_Shield.mp3,5,30,1680
61,Sound/Fx/Unit/FX_Skill_SL.mp3,236972,10,61000,6,121000,Shield,Common/Icon/Icon_Skill_Global_01.png,Effect_Global_01,,Sound/Fx/Castle/FX_Skill_MagneticField.mp3,5,30,700,Damage,Common/Icon/Icon_Skill_Global_02.png,Effect_Global_02,,Sound/Fx/Castle/FX_Skill_FX_BossSkill_Breath.mp3,5,30,700,Sturn,Common/Icon/Icon_Skill_Global_03.png,Effect_Global_03,,Sound/Fx/Castle/FX_Skill_FX_Skill_StemCircle.mp3,5,30,3,Heal,Common/Icon/Icon_Skill_Global_04.png,Effect_Global_04,Effect_Heal,Sound/Fx/Castle/FX_Skill_Item_Shield.mp3,5,30,1700
62,Sound/Fx/Unit/FX_Skill_SL.mp3,248820,10,62000,6,123000,Shield,Common/Icon/Icon_Skill_Global_01.png,Effect_Global_01,,Sound/Fx/Castle/FX_Skill_MagneticField.mp3,5,30,710,Damage,Common/Icon/Icon_Skill_Global_02.png,Effect_Global_02,,Sound/Fx/Castle/FX_Skill_FX_BossSkill_Breath.mp3,5,30,710,Sturn,Common/Icon/Icon_Skill_Global_03.png,Effect_Global_03,,Sound/Fx/Castle/FX_Skill_FX_Skill_StemCircle.mp3,5,30,3,Heal,Common/Icon/Icon_Skill_Global_04.png,Effect_Global_04,Effect_Heal,Sound/Fx/Castle/FX_Skill_Item_Shield.mp3,5,30,1720
63,Sound/Fx/Unit/FX_Skill_SL.mp3,261261,10,63000,6,125000,Shield,Common/Icon/Icon_Skill_Global_01.png,Effect_Global_01,,Sound/Fx/Castle/FX_Skill_MagneticField.mp3,5,30,720,Damage,Common/Icon/Icon_Skill_Global_02.png,Effect_Global_02,,Sound/Fx/Castle/FX_Skill_FX_BossSkill_Breath.mp3,5,30,720,Sturn,Common/Icon/Icon_Skill_Global_03.png,Effect_Global_03,,Sound/Fx/Castle/FX_Skill_FX_Skill_StemCircle.mp3,5,30,4,Heal,Common/Icon/Icon_Skill_Global_04.png,Effect_Global_04,Effect_Heal,Sound/Fx/Castle/FX_Skill_Item_Shield.mp3,5,30,1740
64,Sound/Fx/Unit/FX_Skill_SL.mp3,274324,10,64000,6,127000,Shield,Common/Icon/Icon_Skill_Global_01.png,Effect_Global_01,,Sound/Fx/Castle/FX_Skill_MagneticField.mp3,5,30,730,Damage,Common/Icon/Icon_Skill_Global_02.png,Effect_Global_02,,Sound/Fx/Castle/FX_Skill_FX_BossSkill_Breath.mp3,5,30,730,Sturn,Common/Icon/Icon_Skill_Global_03.png,Effect_Global_03,,Sound/Fx/Castle/FX_Skill_FX_Skill_StemCircle.mp3,5,30,4,Heal,Common/Icon/Icon_Skill_Global_04.png,Effect_Global_04,Effect_Heal,Sound/Fx/Castle/FX_Skill_Item_Shield.mp3,5,30,1760
65,Sound/Fx/Unit/FX_Skill_SL.mp3,288041,10,65000,6,129000,Shield,Common/Icon/Icon_Skill_Global_01.png,Effect_Global_01,,Sound/Fx/Castle/FX_Skill_MagneticField.mp3,5,30,740,Damage,Common/Icon/Icon_Skill_Global_02.png,Effect_Global_02,,Sound/Fx/Castle/FX_Skill_FX_BossSkill_Breath.mp3,5,30,740,Sturn,Common/Icon/Icon_Skill_Global_03.png,Effect_Global_03,,Sound/Fx/Castle/FX_Skill_FX_Skill_StemCircle.mp3,5,30,4,Heal,Common/Icon/Icon_Skill_Global_04.png,Effect_Global_04,Effect_Heal,Sound/Fx/Castle/FX_Skill_Item_Shield.mp3,5,30,1780
66,Sound/Fx/Unit/FX_Skill_SL.mp3,302443,10,66000,6,131000,Shield,Common/Icon/Icon_Skill_Global_01.png,Effect_Global_01,,Sound/Fx/Castle/FX_Skill_MagneticField.mp3,5,30,750,Damage,Common/Icon/Icon_Skill_Global_02.png,Effect_Global_02,,Sound/Fx/Castle/FX_Skill_FX_BossSkill_Breath.mp3,5,30,750,Sturn,Common/Icon/Icon_Skill_Global_03.png,Effect_Global_03,,Sound/Fx/Castle/FX_Skill_FX_Skill_StemCircle.mp3,5,30,4,Heal,Common/Icon/Icon_Skill_Global_04.png,Effect_Global_04,Effect_Heal,Sound/Fx/Castle/FX_Skill_Item_Shield.mp3,5,30,1800
67,Sound/Fx/Unit/FX_Skill_SL.mp3,317565,10,67000,6,133000,Shield,Common/Icon/Icon_Skill_Global_01.png,Effect_Global_01,,Sound/Fx/Castle/FX_Skill_MagneticField.mp3,5,30,760,Damage,Common/Icon/Icon_Skill_Global_02.png,Effect_Global_02,,Sound/Fx/Castle/FX_Skill_FX_BossSkill_Breath.mp3,5,30,760,Sturn,Common/Icon/Icon_Skill_Global_03.png,Effect_Global_03,,Sound/Fx/Castle/FX_Skill_FX_Skill_StemCircle.mp3,5,30,4,Heal,Common/Icon/Icon_Skill_Global_04.png,Effect_Global_04,Effect_Heal,Sound/Fx/Castle/FX_Skill_Item_Shield.mp3,5,30,1820
68,Sound/Fx/Unit/FX_Skill_SL.mp3,333443,10,68000,6,135000,Shield,Common/Icon/Icon_Skill_Global_01.png,Effect_Global_01,,Sound/Fx/Castle/FX_Skill_MagneticField.mp3,5,30,770,Damage,Common/Icon/Icon_Skill_Global_02.png,Effect_Global_02,,Sound/Fx/Castle/FX_Skill_FX_BossSkill_Breath.mp3,5,30,770,Sturn,Common/Icon/Icon_Skill_Global_03.png,Effect_Global_03,,Sound/Fx/Castle/FX_Skill_FX_Skill_StemCircle.mp3,5,30,4,Heal,Common/Icon/Icon_Skill_Global_04.png,Effect_Global_04,Effect_Heal,Sound/Fx/Castle/FX_Skill_Item_Shield.mp3,5,30,1840
69,Sound/Fx/Unit/FX_Skill_SL.mp3,350115,10,69000,6,137000,Shield,Common/Icon/Icon_Skill_Global_01.png,Effect_Global_01,,Sound/Fx/Castle/FX_Skill_MagneticField.mp3,5,30,780,Damage,Common/Icon/Icon_Skill_Global_02.png,Effect_Global_02,,Sound/Fx/Castle/FX_Skill_FX_BossSkill_Breath.mp3,5,30,780,Sturn,Common/Icon/Icon_Skill_Global_03.png,Effect_Global_03,,Sound/Fx/Castle/FX_Skill_FX_Skill_StemCircle.mp3,5,30,4,Heal,Common/Icon/Icon_Skill_Global_04.png,Effect_Global_04,Effect_Heal,Sound/Fx/Castle/FX_Skill_Item_Shield.mp3,5,30,1860
70,Sound/Fx/Unit/FX_Skill_SL.mp3,420138,10,70000,7,139000,Shield,Common/Icon/Icon_Skill_Global_01.png,Effect_Global_01,,Sound/Fx/Castle/FX_Skill_MagneticField.mp3,5,30,790,Damage,Common/Icon/Icon_Skill_Global_02.png,Effect_Global_02,,Sound/Fx/Castle/FX_Skill_FX_BossSkill_Breath.mp3,5,30,790,Sturn,Common/Icon/Icon_Skill_Global_03.png,Effect_Global_03,,Sound/Fx/Castle/FX_Skill_FX_Skill_StemCircle.mp3,5,30,4,Heal,Common/Icon/Icon_Skill_Global_04.png,Effect_Global_04,Effect_Heal,Sound/Fx/Castle/FX_Skill_Item_Shield.mp3,5,30,1880
71,Sound/Fx/Unit/FX_Skill_SL.mp3,441145,10,71000,7,141000,Shield,Common/Icon/Icon_Skill_Global_01.png,Effect_Global_01,,Sound/Fx/Castle/FX_Skill_MagneticField.mp3,5,30,800,Damage,Common/Icon/Icon_Skill_Global_02.png,Effect_Global_02,,Sound/Fx/Castle/FX_Skill_FX_BossSkill_Breath.mp3,5,30,800,Sturn,Common/Icon/Icon_Skill_Global_03.png,Effect_Global_03,,Sound/Fx/Castle/FX_Skill_FX_Skill_StemCircle.mp3,5,30,4,Heal,Common/Icon/Icon_Skill_Global_04.png,Effect_Global_04,Effect_Heal,Sound/Fx/Castle/FX_Skill_Item_Shield.mp3,5,30,1900
72,Sound/Fx/Unit/FX_Skill_SL.mp3,463202,10,72000,7,143000,Shield,Common/Icon/Icon_Skill_Global_01.png,Effect_Global_01,,Sound/Fx/Castle/FX_Skill_MagneticField.mp3,5,30,810,Damage,Common/Icon/Icon_Skill_Global_02.png,Effect_Global_02,,Sound/Fx/Castle/FX_Skill_FX_BossSkill_Breath.mp3,5,30,810,Sturn,Common/Icon/Icon_Skill_Global_03.png,Effect_Global_03,,Sound/Fx/Castle/FX_Skill_FX_Skill_StemCircle.mp3,5,30,4,Heal,Common/Icon/Icon_Skill_Global_04.png,Effect_Global_04,Effect_Heal,Sound/Fx/Castle/FX_Skill_Item_Shield.mp3,5,30,1920
73,Sound/Fx/Unit/FX_Skill_SL.mp3,486362,10,73000,7,145000,Shield,Common/Icon/Icon_Skill_Global_01.png,Effect_Global_01,,Sound/Fx/Castle/FX_Skill_MagneticField.mp3,5,30,820,Damage,Common/Icon/Icon_Skill_Global_02.png,Effect_Global_02,,Sound/Fx/Castle/FX_Skill_FX_BossSkill_Breath.mp3,5,30,820,Sturn,Common/Icon/Icon_Skill_Global_03.png,Effect_Global_03,,Sound/Fx/Castle/FX_Skill_FX_Skill_StemCircle.mp3,5,30,4,Heal,Common/Icon/Icon_Skill_Global_04.png,Effect_Global_04,Effect_Heal,Sound/Fx/Castle/FX_Skill_Item_Shield.mp3,5,30,1940
74,Sound/Fx/Unit/FX_Skill_SL.mp3,510681,10,74000,7,147000,Shield,Common/Icon/Icon_Skill_Global_01.png,Effect_Global_01,,Sound/Fx/Castle/FX_Skill_MagneticField.mp3,5,30,830,Damage,Common/Icon/Icon_Skill_Global_02.png,Effect_Global_02,,Sound/Fx/Castle/FX_Skill_FX_BossSkill_Breath.mp3,5,30,830,Sturn,Common/Icon/Icon_Skill_Global_03.png,Effect_Global_03,,Sound/Fx/Castle/FX_Skill_FX_Skill_StemCircle.mp3,5,30,4,Heal,Common/Icon/Icon_Skill_Global_04.png,Effect_Global_04,Effect_Heal,Sound/Fx/Castle/FX_Skill_Item_Shield.mp3,5,30,1960
75,Sound/Fx/Unit/FX_Skill_SL.mp3,536215,10,75000,7,149000,Shield,Common/Icon/Icon_Skill_Global_01.png,Effect_Global_01,,Sound/Fx/Castle/FX_Skill_MagneticField.mp3,5,30,840,Damage,Common/Icon/Icon_Skill_Global_02.png,Effect_Global_02,,Sound/Fx/Castle/FX_Skill_FX_BossSkill_Breath.mp3,5,30,840,Sturn,Common/Icon/Icon_Skill_Global_03.png,Effect_Global_03,,Sound/Fx/Castle/FX_Skill_FX_Skill_StemCircle.mp3,5,30,4,Heal,Common/Icon/Icon_Skill_Global_04.png,Effect_Global_04,Effect_Heal,Sound/Fx/Castle/FX_Skill_Item_Shield.mp3,5,30,1980
